1,0,1695,386,136,342,0.760947,-1,-1,-1
1,1,255,459,103,246,0.6763,-1,-1,-1
1,2,1885,380,34,202,0.628092,-1,-1,-1
1,3,2,306,81,614,0.575901,-1,-1,-1
1,4,1284,463,74,195,0.575504,-1,-1,-1
2,1,259,456,106,247,0.785402,-1,-1,-1
2,0,1694,387,126,341,0.750087,-1,-1,-1
2,2,1884,376,35,215,0.661061,-1,-1,-1
2,3,2,309,86,603,0.655695,-1,-1,-1
2,5,1255,532,53,126,0.563493,-1,-1,-1
2,6,120,510,69,236,0.54554,-1,-1,-1
2,4,1287,465,80,192,0.471568,-1,-1,-1
2,7,1332,488,47,158,0.441385,-1,-1,-1
3,1,263,457,99,245,0.749912,-1,-1,-1
3,0,1691,390,120,340,0.718652,-1,-1,-1
3,2,1883,376,35,215,0.675776,-1,-1,-1
3,3,0,313,117,590,0.660815,-1,-1,-1
3,6,115,509,74,237,0.570466,-1,-1,-1
3,5,1257,535,50,121,0.522238,-1,-1,-1
3,4,1288,462,79,194,0.511024,-1,-1,-1
3,8,1725,399,143,335,0.475728,-1,-1,-1
3,7,1331,485,49,162,0.409031,-1,-1,-1
4,1,259,457,108,248,0.766212,-1,-1,-1
4,3,1,299,113,594,0.695675,-1,-1,-1
4,0,1693,392,114,340,0.683591,-1,-1,-1
4,2,1880,374,38,218,0.653984,-1,-1,-1
4,6,114,503,77,243,0.641798,-1,-1,-1
4,8,1761,458,100,276,0.5052,-1,-1,-1
4,4,1287,444,74,210,0.474124,-1,-1,-1
4,5,1260,534,48,122,0.458965,-1,-1,-1
4,7,1334,488,47,160,0.406814,-1,-1,-1
5,1,259,460,101,247,0.770116,-1,-1,-1
5,3,0,242,128,662,0.741733,-1,-1,-1
5,6,115,517,74,228,0.654817,-1,-1,-1
5,2,1878,365,40,227,0.653128,-1,-1,-1
5,0,1698,388,115,343,0.642012,-1,-1,-1
5,4,1290,461,81,198,0.524124,-1,-1,-1
5,7,1332,485,51,165,0.441452,-1,-1,-1
6,3,0,228,131,671,0.815333,-1,-1,-1
6,1,261,458,101,249,0.774602,-1,-1,-1
6,0,1697,386,123,349,0.660515,-1,-1,-1
6,2,1876,364,42,227,0.611369,-1,-1,-1
6,6,117,514,72,229,0.594434,-1,-1,-1
6,4,1289,461,84,197,0.521273,-1,-1,-1
6,7,1330,479,54,174,0.446058,-1,-1,-1
7,3,1,231,143,672,0.856881,-1,-1,-1
7,1,269,455,96,251,0.72532,-1,-1,-1
7,0,1694,383,126,355,0.654941,-1,-1,-1
7,2,1867,367,50,219,0.602875,-1,-1,-1
7,6,115,516,74,228,0.574693,-1,-1,-1
7,4,1295,454,85,207,0.550439,-1,-1,-1
8,3,0,230,153,677,0.870225,-1,-1,-1
8,1,273,456,91,251,0.731831,-1,-1,-1
8,0,1694,383,136,356,0.686608,-1,-1,-1
8,2,1867,367,49,220,0.597402,-1,-1,-1
8,4,1293,453,87,210,0.565139,-1,-1,-1
8,6,118,517,71,225,0.48711,-1,-1,-1
9,3,1,234,157,671,0.884516,-1,-1,-1
9,0,1693,385,139,354,0.71163,-1,-1,-1
9,1,276,457,90,247,0.708764,-1,-1,-1
9,2,1868,371,49,216,0.620508,-1,-1,-1
9,4,1300,457,82,205,0.523629,-1,-1,-1
9,6,116,513,74,229,0.430002,-1,-1,-1
10,3,0,244,166,653,0.877485,-1,-1,-1
10,0,1690,390,135,348,0.727303,-1,-1,-1
10,2,1877,370,42,224,0.625904,-1,-1,-1
10,1,278,456,86,247,0.612465,-1,-1,-1
10,4,1310,456,80,204,0.583021,-1,-1,-1
11,3,0,243,174,657,0.879369,-1,-1,-1
